ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
CHAS0INBX01,JPMorgan Chase Bank NA,CHAS0INBX01,400500002,MUMBAI,"ATTN : CLIENT SERVICES; JPMORGAN TOWERS, 8TH FLOOR; OFF C.S.T. ROAD, KALINA, SANTACRUZ EAST; MUMBAI 400 098",,MUMBAI,MUMBAI,MAHARASHTRA
