ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,CITY,DISTRICT,STATE
UTIB0000001,AXIS BANK LTD,UTIB0000001,,TREASURY OPERATIONS,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000003,AXIS BANK LTD,UTIB0000003,380211002,AHMEDABAD BRANCH,AHMEDABAD,AHMEDABAD ,GUJARAT
UTIB0000004,AXIS BANK LTD,UTIB0000004,400211002,MUMBAI BRANCH,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000005,AXIS BANK LTD,UTIB0000005,700211002,KOLKATA BRANCH,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000006,AXIS BANK LTD,UTIB0000006,600211002,CHENNAI,CHENNAI,CHENNAI,TAMIL NADU
UTIB0000007,AXIS BANK LTD,UTIB0000007,110211002,NEW DELHI,DELHI,NEW DELHI ,DELHI
UTIB0000008,AXIS BANK LTD,UTIB0000008,500211002,HYDERABAD,HYDERABAD,HYDERABAD URBAN ,ANDHRA PRADESH
UTIB0000009,AXIS BANK LTD,UTIB0000009,560211002,BANGALORE,BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000010,AXIS BANK LTD,UTIB0000010,302211002,JAIPUR,JAIPUR,JAIPUR,RAJASTHAN
UTIB0000011,AXIS BANK LTD,UTIB0000011,700211003,GOLPARK,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000012,AXIS BANK LTD,UTIB0000012,831211002,JAMSHEDPUR,JAMSHEDPUR,PURBI SINGHBHUM,JHARKHAND
UTIB0000013,AXIS BANK LTD,UTIB0000013,390211002,VADODARA,VADODARA,VADODARA,GUJARAT
UTIB0000014,AXIS BANK LTD,UTIB0000014,600211003,T NAGAR,CHENNAI,CHENNAI,TAMIL NADU
UTIB0000015,AXIS BANK LTD,UTIB0000015,110211003,GREEN PARK,DELHI,NEW DELHI ,DELHI
UTIB0000016,AXIS BANK LTD,UTIB0000016,600211004,"ANNA NAGAR, CHENNAI",CHENNAI,CHENNAI,TAMIL NADU
UTIB0000017,AXIS BANK LTD,UTIB0000017,700211004,KANKURGACHI,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000018,AXIS BANK LTD,UTIB0000018,400211003,BORIVALI (WEST),MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000019,AXIS BANK LTD,UTIB0000019,400211004,VASAI,THANE,THANE,MAHARASHTRA
UTIB0000020,AXIS BANK LTD,UTIB0000020,400211006,ANDHERI,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000021,AXIS BANK LTD,UTIB0000021,700211005,NABAPALLY,NABAPALLY,NORTH 24 PARGANAS,WEST BENGAL
UTIB0000022,AXIS BANK LTD,UTIB0000022,110211004,NOIDA,NOIDA,GAUTAM BODDA NAGAR ,UTTAR PRADESH
UTIB0000023,AXIS BANK LTD,UTIB0000023,400211005,VIRAR,THANE,THANE,MAHARASHTRA
UTIB0000024,AXIS BANK LTD,UTIB0000024,751211002,BHUBANESHWAR,BHUBANESWAR,KHURDA,ORISSA
UTIB0000025,AXIS BANK LTD,UTIB0000025,700211006,SALT LAKE CITY -KOLKATA,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000026,AXIS BANK LTD,UTIB0000026,700211007,BAGUIATI,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000027,AXIS BANK LTD,UTIB0000027,500211003,TARNAKA,SECUNDERABAD CANTONMENT,HYDERABAD URBAN ,ANDHRA PRADESH
UTIB0000028,AXIS BANK LTD,UTIB0000028,400211007,"UTI BANK, BANDRA",MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000029,AXIS BANK LTD,UTIB0000029,400211008,GHATKOPAR,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000030,AXIS BANK LTD,UTIB0000030,500211004,"JUBILEE HILLS, HYDERABAD",HYDERABAD,HYDERABAD URBAN ,ANDHRA PRADESH
UTIB0000031,AXIS BANK LTD,UTIB0000031,302211003,"TILAK NAGAR, JAIPUR",JAIPUR,JAIPUR,RAJASTHAN
UTIB0000032,AXIS BANK LTD,UTIB0000032,380211003,VASTRAPUR,AHMEDABAD,AHMEDABAD ,GUJARAT
UTIB0000033,AXIS BANK LTD,UTIB0000033,700211008,KONNAGAR,KONNAGAR,HOOGHLY ,WEST BENGAL
UTIB0000034,AXIS BANK LTD,UTIB0000034,700211009,BEHALA,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000035,AXIS BANK LTD,UTIB0000035,734211002,SILIGURI,SILIGURI,DARJEELING ,WEST BENGAL
UTIB0000036,AXIS BANK LTD,UTIB0000036,400211009,PANVEL,PANVEL,RAIGAD,MAHARASHTRA
UTIB0000037,AXIS BANK LTD,UTIB0000037,411211002,PUNE,PUNE,PUNE,MAHARASHTRA
UTIB0000038,AXIS BANK LTD,UTIB0000038,388211002,"VALLABH VIDYANAGAR, GUJRAT",VALLABH VIDYANAGAR,ANAND ,GUJARAT
UTIB0000039,AXIS BANK LTD,UTIB0000039,110211005,BALLABHGARH,FARIDABAD,FARIDABAD,HARYANA
UTIB0000040,AXIS BANK LTD,UTIB0000040,110211006,PITAMPURA,DELHI,NEW DELHI ,DELHI
UTIB0000041,AXIS BANK LTD,UTIB0000041,160211001,CHANDIGARH,CHANDIGARH,CHANDIGARH,CHANDIGARH
UTIB0000042,AXIS BANK LTD,UTIB0000042,141211002,LUDHIANA,LUDHIANA,LUDHIANA,PUNJAB
UTIB0000043,AXIS BANK LTD,UTIB0000043,452211002,INDORE,INDORE,INDORE,MADHYA PRADESH
UTIB0000044,AXIS BANK LTD,UTIB0000044,462211002,BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH
UTIB0000045,AXIS BANK LTD,UTIB0000045,700211010,TOLLYGUNGE,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000046,AXIS BANK LTD,UTIB0000046,680211002,THRISSUR,THRISSUR,TRISSUR ,KERALA
UTIB0000047,AXIS BANK LTD,UTIB0000047,395211002,SURAT,SURAT,SURAT,GUJARAT
UTIB0000048,AXIS BANK LTD,UTIB0000048,440211002,NAGPUR,NAGPUR,NAGPUR,MAHARASHTRA
UTIB0000049,AXIS BANK LTD,UTIB0000049,110211007,GREATER KAILASH,DELHI,NEW DELHI ,DELHI
UTIB0000050,AXIS BANK LTD,UTIB0000050,171211002,SHIMLA,SIMLA,SHIMLA ,HIMACHAL PRADESH
UTIB0000051,AXIS BANK LTD,UTIB0000051,686211002,KOTTAYAM,KOTTAYAM,KOTTAYAM,KERALA
UTIB0000052,AXIS BANK LTD,UTIB0000052,560211003,JAYANAGAR,BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000053,AXIS BANK LTD,UTIB0000053,226211002,LUCKNOW,LUCKNOW,LUCKNOW,UTTAR PRADESH
UTIB0000054,AXIS BANK LTD,UTIB0000054,110211009,SHAKTI NAGAR,DELHI,NEW DELHI ,DELHI
UTIB0000055,AXIS BANK LTD,UTIB0000055,110211010,SWASTHYA VIHAR - NEW DELHI,DELHI,NEW DELHI ,DELHI
UTIB0000056,AXIS BANK LTD,UTIB0000056,110211008,GURGAON,GURGAON,GURGAON,HARYANA
UTIB0000057,AXIS BANK LTD,UTIB0000057,342211002,JODHPUR,JODHPUR,JODHPUR,RAJASTHAN
UTIB0000058,AXIS BANK LTD,UTIB0000058,380211004,VEJALPUR,AHMEDABAD,AHMEDABAD ,GUJARAT
UTIB0000059,AXIS BANK LTD,UTIB0000059,396211002,VALSAD,BULSAR,VALSAD,GUJARAT
UTIB0000060,AXIS BANK LTD,UTIB0000060,400211010,WORLI,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000061,AXIS BANK LTD,UTIB0000061,400211013,THANE,THANE,THANE,MAHARASHTRA
UTIB0000062,AXIS BANK LTD,UTIB0000062,400211011,MALAD,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000063,AXIS BANK LTD,UTIB0000063,400211012,CHEMBUR,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000064,AXIS BANK LTD,UTIB0000064,400211014,VILE PARLE -(WEST) -MUMBAI,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000065,AXIS BANK LTD,UTIB0000065,560211004,"BASAVESHWAR NAGAR, BANGALORE",BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000066,AXIS BANK LTD,UTIB0000066,110211011,RAJOURI GARDEN,DELHI,NEW DELHI ,DELHI
UTIB0000067,AXIS BANK LTD,UTIB0000067,160211002,PANCHKULA,PANCHKULA,PANCHKULA,HARYANA
UTIB0000068,AXIS BANK LTD,UTIB0000068,500211005,SECUNDERABAD,SECUNDERABAD CANTONMENT,HYDERABAD URBAN ,ANDHRA PRADESH
UTIB0000069,AXIS BANK LTD,UTIB0000069,520211002,VIJAYAWADA,VIJAYAWADA,KRISHNA,ANDHRA PRADESH
UTIB0000070,AXIS BANK LTD,UTIB0000070,522211102,GUNTUR,GUNTUR,GUNTUR,ANDHRA PRADESH
UTIB0000071,AXIS BANK LTD,UTIB0000071,144211002,PHAGWARA,PHAGWARA,KAPURTHALA,PUNJAB
UTIB0000072,AXIS BANK LTD,UTIB0000072,400211015,VASHI,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000073,AXIS BANK LTD,UTIB0000073,411211003,"BUND GARDEN ROAD BRANCH,PUNE",PUNE,PUNE,MAHARASHTRA
UTIB0000074,AXIS BANK LTD,UTIB0000074,600211005,"RAMAPURAM,CHENNAI",CHENNAI,CHENNAI,TAMIL NADU
UTIB0000075,AXIS BANK LTD,UTIB0000075,530211002,GAJUWAKA,VISAKHAPATNAM,VISHAKAPATNAM ,ANDHRA PRADESH
UTIB0000076,AXIS BANK LTD,UTIB0000076,533211002,"KAKINADA , ANDHRA  PRADESH",KAKINADA,EAST GODAVARI,ANDHRA PRADESH
UTIB0000077,AXIS BANK LTD,UTIB0000077,575211003,MANGALORE,MANGALORE,DAKSHINA KANNADA ,KARNATAKA
UTIB0000078,AXIS BANK LTD,UTIB0000078,403211003,PANAJI (GOA),PANAJI,NORTH GOA,GOA
UTIB0000079,AXIS BANK LTD,UTIB0000079,110211012,VIKASPURI,DELHI,NEW DELHI ,DELHI
UTIB0000080,AXIS BANK LTD,UTIB0000080,380211005,MANINAGAR,AHMEDABAD,AHMEDABAD ,GUJARAT
UTIB0000081,AXIS BANK LTD,UTIB0000081,682211002,KOCHI,KOCHI,ERNAKULAM,KERALA
UTIB0000082,AXIS BANK LTD,UTIB0000082,600211006,ADYAR,CHENNAI,CHENNAI,TAMIL NADU
UTIB0000083,AXIS BANK LTD,UTIB0000083,600211007,MADIPAKKAM,CHENNAI,CHENNAI,TAMIL NADU
UTIB0000084,AXIS BANK LTD,UTIB0000084,700211011,SHYAMBAZAR (CALCUTTA),KOLKATA,KOLKATA,WEST BENGAL
UTIB0000085,AXIS BANK LTD,UTIB0000085,160211003,MOHALI,SAS NAGAR(MOHALI),RUPNAGAR,PUNJAB
UTIB0000086,AXIS BANK LTD,UTIB0000086,282211002,AGRA  (UP),AGRA,AGRA,UTTAR PRADESH
UTIB0000087,AXIS BANK LTD,UTIB0000087,360211002,RAJKOT (GUJRAT),VADODARA,VADODARA,GUJARAT
UTIB0000088,AXIS BANK LTD,UTIB0000088,144211003,KAPURTHALA (PUNJAB),KAPURTHALA,KAPURTHALA,PUNJAB
UTIB0000089,AXIS BANK LTD,UTIB0000089,626211002,SIVAKASI (TAMIL NADU),SIVAKASI,VIRUDHUNAGAR,TAMIL NADU
UTIB0000090,AXIS BANK LTD,UTIB0000090,641211002,COIMBATORE,COIMBATORE,COIMBOTORE ,TAMIL NADU
UTIB0000091,AXIS BANK LTD,UTIB0000091,751211102,CUTTACK  (ORISSA),CUTTACK,CUTTAK ,ORISSA
UTIB0000092,AXIS BANK LTD,UTIB0000092,400211001,SERVICE BR MUMBAI,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000093,AXIS BANK LTD,UTIB0000093,248211002,DEHRADUN,RAIPUR,RAIPUR,CHHATTISGARH
UTIB0000094,AXIS BANK LTD,UTIB0000094,560211006,YELAHANKA,BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000095,AXIS BANK LTD,UTIB0000095,110211014,GHAZIABAD,GHAZIABAD,GHAZIABAD,UTTAR PRADESH
UTIB0000096,AXIS BANK LTD,UTIB0000096,110211013,PASCHIM VIHAR,DELHI,NEW DELHI ,DELHI
UTIB0000097,AXIS BANK LTD,UTIB0000097,313211002,UDAIPUR  (RAJASTHAN),UDAIPUR,UDAIPUR,RAJASTHAN
UTIB0000098,AXIS BANK LTD,UTIB0000098,147211002,NABHA (PUNJAB),NABHA,PATIALA,PUNJAB
UTIB0000099,AXIS BANK LTD,UTIB0000099,400211099,TREASURY,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000100,AXIS BANK LTD,UTIB0000100,NON-MICR,ATM RECONCLIATION CELL,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000102,AXIS BANK LTD,UTIB0000102,560211005,BANASHANKARI (BAN),BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000103,AXIS BANK LTD,UTIB0000103,411211005,PIMPRI-CHINCHWAD (PUNE),PUNE,PUNE,MAHARASHTRA
UTIB0000104,AXIS BANK LTD,UTIB0000104,411211004,KOTHRUD (PUNE),PUNE,PUNE,MAHARASHTRA
UTIB0000105,AXIS BANK LTD,UTIB0000105,628211002,TUTICORIN (TAMIL NADU),TUTICORIN,THOOTHKUDI ,TAMIL NADU
UTIB0000106,AXIS BANK LTD,UTIB0000106,834211002,RANCHI (JHARKHAND),RANCHI,RANCHI,JHARKHAND
UTIB0000107,AXIS BANK LTD,UTIB0000107,533211003,RAJAHMUNDRY (ANDHRA PRADESH),RAJAHMUNDRY,EAST GODAVARI,ANDHRA PRADESH
UTIB0000108,AXIS BANK LTD,UTIB0000108,400211016,MULUND,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000109,AXIS BANK LTD,UTIB0000109,625211002,MADURAI,MADURAI,MADURAI,TAMIL NADU
UTIB0000110,AXIS BANK LTD,UTIB0000110,411211006,WANAWADI (PUNE),PUNE,PUNE,MAHARASHTRA
UTIB0000111,AXIS BANK LTD,UTIB0000111,396211003,VAPI (GUJRAT),VAPI,VALSAD,GUJARAT
UTIB0000112,AXIS BANK LTD,UTIB0000112,737211002,GANGTOK,GANGTOK,EAST SIKKIM,SIKKIM
UTIB0000113,AXIS BANK LTD,UTIB0000113,695211002,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,TRIVANDRUM ,KERALA
UTIB0000114,AXIS BANK LTD,UTIB0000114,560211007,INDIRANAGAR (BANGALORE),BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000115,AXIS BANK LTD,UTIB0000115,422211002,NASHIK (MAHARASTRA),NASHIK,NASHIK ,MAHARASHTRA
UTIB0000116,AXIS BANK LTD,UTIB0000116,700211012,HOWRAH (WEST BENGAL),HOWRAH,HOWRAH ,WEST BENGAL
UTIB0000117,AXIS BANK LTD,UTIB0000117,110211001,NEW DELHI SERVICE BR,DELHI,NEW DELHI ,DELHI
UTIB0000118,AXIS BANK LTD,UTIB0000118,638211002,ERODE (TAMIL NADU),ERODE,ERODE,TAMIL NADU
UTIB0000119,AXIS BANK LTD,UTIB0000119,110211015,VASANT KUNJ (ND),DELHI,NEW DELHI ,DELHI
UTIB0000120,AXIS BANK LTD,UTIB0000120,110211016,KHAN MARKET (NEW DELHI),DELHI,NEW DELHI ,DELHI
UTIB0000121,AXIS BANK LTD,UTIB0000121,403211002,MARGAO (GOA),MARGAO,SOUTH GOA,GOA
UTIB0000122,AXIS BANK LTD,UTIB0000122,500211001,SERVICE BR (HYDERABAD),HYDERABAD,HYDERABAD URBAN ,ANDHRA PRADESH
UTIB0000123,AXIS BANK LTD,UTIB0000123,639211002,KARUR (TAMIL NADU),KARUR,KARUR,TAMIL NADU
UTIB0000124,AXIS BANK LTD,UTIB0000124,400211017,DADAR (MUMBAI),MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000125,AXIS BANK LTD,UTIB0000125,400211018,DOMBIVLI (MUMBAI),DOMBIVLI,THANE,MAHARASHTRA
UTIB0000126,AXIS BANK LTD,UTIB0000126,110211017,LAJPAT NAGAR (NEW DELHI),DELHI,NEW DELHI ,DELHI
UTIB0000127,AXIS BANK LTD,UTIB0000127,600211001,CHENNAI SERVICE BR,CHENNAI,CHENNAI,TAMIL NADU
UTIB0000128,AXIS BANK LTD,UTIB0000128,482211001,JABALPUR (M P ),JABALPUR,JABALPUR,MADHYA PRADESH
UTIB0000129,AXIS BANK LTD,UTIB0000129,580211002,HUBLI (KARNATAKA),HUBLI-DHARWAD,DHARWAD,KARNATAKA
UTIB0000130,AXIS BANK LTD,UTIB0000130,384211002,MEHSANA (GUJARAT),MAHESANA,MEHSANA ,GUJARAT
UTIB0000131,AXIS BANK LTD,UTIB0000131,110211019,DLF-GURGAON (HARYANA),GURGAON,GURGAON,HARYANA
UTIB0000132,AXIS BANK LTD,UTIB0000132,110211018,PALAM (DELHI),DELHI,NEW DELHI ,DELHI
UTIB0000133,AXIS BANK LTD,UTIB0000133,208211002,KANPUR,KANPUR,KANPUR NAGAR,UTTAR PRADESH
UTIB0000134,AXIS BANK LTD,UTIB0000134,416211002,KOLHAPUR (MAHARASHTRA),KOLHAPUR,KOLHAPUR,MAHARASHTRA
UTIB0000135,AXIS BANK LTD,UTIB0000135,413211002,BARAMATI (MAHARASHTRA),BARAMATI,PUNE,MAHARASHTRA
UTIB0000136,AXIS BANK LTD,UTIB0000136,673211002,KOZHIKODE (CALICUT),CALICUT,KOZHIKODE,KERALA
UTIB0000137,AXIS BANK LTD,UTIB0000137,620211002,TIRUCHIRAPALLY (TRICHY),TIRUCHIRAPPALLI,TIRUCHIORAPPALLI ,TAMIL NADU
UTIB0000138,AXIS BANK LTD,UTIB0000138,590211002,BELGAUM (KARNATAKA),BELGAUM,BELGAUM,KARNATAKA
UTIB0000139,AXIS BANK LTD,UTIB0000139,492211002,RAIPUR (CHHATISGARH),RAIPUR,RAIPUR,CHHATTISGARH
UTIB0000140,AXIS BANK LTD,UTIB0000140,781211002,GUWAHATI,GUWAHATI,KAMRUP,ASSAM
UTIB0000141,AXIS BANK LTD,UTIB0000141,700211001,SERVICE BR (KOLKATA),KOLKATA,KOLKATA,WEST BENGAL
UTIB0000142,AXIS BANK LTD,UTIB0000142,800211002,PATNA,PATNA,PATNA,BIHAR
UTIB0000143,AXIS BANK LTD,UTIB0000143,11211999,NORTH ZONAL OFFICE - NZO,NEW DELHI,NEW DELHI ,DELHI
UTIB0000144,AXIS BANK LTD,UTIB0000144,700211999,EAST ZONAL OFFICE - EZO,KOLKATTA,KOLKATA,WEST BENGAL
UTIB0000145,AXIS BANK LTD,UTIB0000145,400211998,WEST ZONAL OFFICE - WZO,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000146,AXIS BANK LTD,UTIB0000146,600211999,SOUTH ZONAL OFFICE - SZO,CHENNAI,CHENNAI,TAMIL NADU
UTIB0000147,AXIS BANK LTD,UTIB0000147,180211002,JAMMU,JAMMU,JAMMU,JAMMU & KASHMIR
UTIB0000148,AXIS BANK LTD,UTIB0000148,713211101,BURDWAN (WEST BENGAL),BARDDHAMAN,BARDHAMAN ,WEST BENGAL
UTIB0000149,AXIS BANK LTD,UTIB0000149,400211019,NAPEAN SEA ROAD,MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000150,AXIS BANK LTD,UTIB0000150,713211001,ASANSOL,ASANSOL,BARDHAMAN ,WEST BENGAL
UTIB0000151,AXIS BANK LTD,UTIB0000151,570211002,MYSORE,MYSORE,MYSORE,KARNATAKA
UTIB0000152,AXIS BANK LTD,UTIB0000152,524211002,NELLORE,NELLORE,NELLORE,ANDHRA PRADESH
UTIB0000153,AXIS BANK LTD,UTIB0000153,700211013,DALHOUSIE SQUARE BRANCH,KOLKATA,KOLKATA,WEST BENGAL
UTIB0000154,AXIS BANK LTD,UTIB0000154,721211202,TAMLUK,TAMLUK,EAST MEDINIPUR ,WEST BENGAL
UTIB0000155,AXIS BANK LTD,UTIB0000155,144211001,JALANDHAR,JALANDHAR,JALANDHAR,PUNJAB
UTIB0000156,AXIS BANK LTD,UTIB0000156,249211002,RISHIKESH,DEHRADUN,DEHRADUN ,UTTARAKHAND
UTIB0000157,AXIS BANK LTD,UTIB0000157,744211002,PORTBLAIR,PORT BLAIR,ANDAMAN,ANDAMAN & NICOBAR
UTIB0000158,AXIS BANK LTD,UTIB0000158,474211002,GWALIOR,GWALIOR,GWALIOR,MADHYA PRADESH
UTIB0000159,AXIS BANK LTD,UTIB0000159,NON-MICR,KANNUR,KANNUR,BIJAPUR,KARNATAKA
UTIB0000160,AXIS BANK LTD,UTIB0000160,110211020,SAKET-NEW DELHI,DELHI,NEW DELHI ,DELHI
UTIB0000161,AXIS BANK LTD,UTIB0000161,700211014,CIT ROAD KOLKATA [WEST BENGAL],KOLKATA,KOLKATA,WEST BENGAL
UTIB0000162,AXIS BANK LTD,UTIB0000162,560211001,"SERVICE BRANCH, BANGALORE",BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000163,AXIS BANK LTD,UTIB0000163,742211002,BAHARAMPUR[WEST BENGAL],BERHAMPUR,BALASORE ,ORISSA
UTIB0000164,AXIS BANK LTD,UTIB0000164,NON-MICR,BILASPUR [CHHATISGARH],BILASPUR,BILASPUR,CHHATTISGARH
UTIB0000165,AXIS BANK LTD,UTIB0000165,431211003,AURANGABAD [MAHARASHTRA],AURANGABAD,AURANGABAD,MAHARASHTRA
UTIB0000166,AXIS BANK LTD,UTIB0000166,110211021,KRISHNA NAGAR [DELHI],DELHI,NEW DELHI ,DELHI
UTIB0000167,AXIS BANK LTD,UTIB0000167,416211003,SANGLI [MAHARASHTRA],SANGLI-MIRAJ-KUPWAD,SANGLI,MAHARASHTRA
UTIB0000168,AXIS BANK LTD,UTIB0000168,600211008,ANNA SALAI (CHENNAI),CHENNAI,CHENNAI,TAMIL NADU
UTIB0000169,AXIS BANK LTD,UTIB0000169,NON-MICR,PATHANAMTHITTA (KERALA),PATHANAMTHITTA,PATHANAMTHITTA,KERALA
UTIB0000170,AXIS BANK LTD,UTIB0000170,NON-MICR,SALEM (TAMIL NADU),SALEM,SALEM,TAMIL NADU
UTIB0000171,AXIS BANK LTD,UTIB0000171,NON-MICR,BOKARO (JHARKHAND),BOKARO,BOKARO,JHARKHAND
UTIB0000172,AXIS BANK LTD,UTIB0000172,NON-MICR,DHANBAD(JHARKHAND),DHANBAD,DHANBAD,JHARKHAND
UTIB0000173,AXIS BANK LTD,UTIB0000173,400211020,"NARIMAN POINT,MUMBAI",MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000174,AXIS BANK LTD,UTIB0000174,NON-MICR,JALGAON [MAHARASHTRA],JALGAON,JALGAON,MAHARASHTRA
UTIB0000175,AXIS BANK LTD,UTIB0000175,361211002,JAMNAGAR (GUJARAT),JAMNAGAR,JAMNAGAR,GUJARAT
UTIB0000176,AXIS BANK LTD,UTIB0000176,263211002,RUDRAPUR,RUDRAPUR,UDHAMSINGH NAGAR ,UTTARAKHAND
UTIB0000177,AXIS BANK LTD,UTIB0000177,250211002,MEERUT,MEERUT,MEERUT ,UTTAR PRADESH
UTIB0000178,AXIS BANK LTD,UTIB0000178,NON-MICR,GANDHIDHAM (GUJARAT),GANDHIDHAM,KUTCH ,GUJARAT
UTIB0000179,AXIS BANK LTD,UTIB0000179,143211002,AMRITSAR,AMRITSAR,AMRITSAR ,PUNJAB
UTIB0000180,AXIS BANK LTD,UTIB0000180,403211004,MAPUSA (GOA),MAPUSA,NORTH GOA,GOA
UTIB0000181,AXIS BANK LTD,UTIB0000181,NON-MICR,UDUPI (KARNATAKA),UDUPI,UDUPI ,KARNATAKA
UTIB0000182,AXIS BANK LTD,UTIB0000182,NON-MICR,OOTACAMUND(OOTY) TAMILNADU,UDHAGAMANDALAM,NILGIRIS,TAMIL NADU
UTIB0000183,AXIS BANK LTD,UTIB0000183,400211021,VILE PARLE - EAST (MUMBAI),MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000184,AXIS BANK LTD,UTIB0000184,NON-MICR,SRIGANGANAGAR (RAJASTHAN),GANGANAGAR,GANGANAGAR,RAJASTHAN
UTIB0000185,AXIS BANK LTD,UTIB0000185,NON-MICR,MALOUT (PUNJAB),MALOUT,MUKTSAR,PUNJAB
UTIB0000186,AXIS BANK LTD,UTIB0000186,400211022,KHAR - WEST (MUMBAI),MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000187,AXIS BANK LTD,UTIB0000187,403211005,VASCO (MARMGAGAO) (GOA),MORMUGAO,SOUTH GOA,GOA
UTIB0000188,AXIS BANK LTD,UTIB0000188,415211002,SATARA (MAHARASHTRA),SATARA,SATARA,MAHARASHTRA
UTIB0000189,AXIS BANK LTD,UTIB0000189,600211009,PURASAWALKAM (CHENNAI),CHENNAI,CHENNAI,TAMIL NADU
UTIB0000190,AXIS BANK LTD,UTIB0000190,NON-MICR,KHARAGPUR (WEST BENGAL),KHARAGPUR,EAST MEDINIPUR ,WEST BENGAL
UTIB0000191,AXIS BANK LTD,UTIB0000191,700211015,"LAKE TOWN,KOLKATA(WEST BENGAL)",KOLKATA,KOLKATA,WEST BENGAL
UTIB0000192,AXIS BANK LTD,UTIB0000192,500211006,CHARMINAR (HYDERABAD OLD CITY),HYDERABAD,HYDERABAD URBAN ,ANDHRA PRADESH
UTIB0000193,AXIS BANK LTD,UTIB0000193,500211007,KUKATPALLY (HYDERABAD),HYDERABAD,HYDERABAD URBAN ,ANDHRA PRADESH
UTIB0000194,AXIS BANK LTD,UTIB0000194,560211008,KORAMANGALA (BANGALORE),BANGALORE,BANGALORE URBAN,KARNATAKA
UTIB0000195,AXIS BANK LTD,UTIB0000195,NON-MICR,PATIALA (PUNJAB),PATIALA,PATIALA,PUNJAB
UTIB0000196,AXIS BANK LTD,UTIB0000196,141211003,PHULLANWAL (PUNJAB),PHULLANWALA,LUDHIANA,PUNJAB
UTIB0000197,AXIS BANK LTD,UTIB0000197,141211005,ADDADAKHA (PUNJAB),ADDA DAKHA,LUDHIANA,PUNJAB
UTIB0000198,AXIS BANK LTD,UTIB0000198,141211004,THREEKE (PUNJAB),THREEKE,LUDHIANA,PUNJAB
UTIB0000199,AXIS BANK LTD,UTIB0000199,NON-MICR,MADHAPAR (GUJARAT),MADHAPAR,KUTCH ,GUJARAT
UTIB0000200,AXIS BANK LTD,UTIB0000200,NON-MICR,BHAVNAGAR (GUJARAT),BHAVNAGAR,BHAVNAGAR,GUJARAT
UTIB0000201,AXIS BANK LTD,UTIB0000201,400211023,KANDIVALI - WEST (MUMBAI),MUMBAI,GREATER MUMBAI,MAHARASHTRA
UTIB0000202,AXIS BANK LTD,UTIB0000202,NON-MICR,SATNA (MADHYA PRADESH),SATNA,SATNA,MADHYA PRADESH
UTIB0000203,AXIS BANK LTD,UTIB0000203,NON-MICR,HASSAN (KARNATAKA),HASSAN,HASSAN,KARNATAKA
UTIB0000204,AXIS BANK LTD,UTIB0000204,NON-MICR,ROHTAK (HARYANA),DELHI,NEW DELHI ,DELHI
UTIB0000205,AXIS BANK LTD,UTIB0000205,243211002,BAREILLY (UTTAR PRADESH),BAREILLY,BAREILLY,UTTAR PRADESH
UTIB0000206,AXIS BANK LTD,UTIB0000206,110211024,MALVIYA NAGAR (NEW DELHI),DELHI,NEW DELHI ,DELHI
UTIB0000207,AXIS BANK LTD,UTIB0000207,110211023,JANAKPURI (NEW DELHI),DELHI,NEW DELHI ,DELHI
