ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,,CONTACT,CITY,DISTRICT
APGB0002040,Andhra Pragathi Grameena Bank,APGB0002040,,PEDDAMUDIYAM,"PEDDAMUDIAM-516412
PEDDAMUDIAM MANDAL
KADAPA DISTRICT",08560-272842,PEDDAMUDIYAM,CUDDAPAH,ANDHRA PRADESH
APGB0002041,Andhra Pragathi Grameena Bank,APGB0002041,,MYLAVARAM,"MYLAVARAM-516439
MYLAVARAM MANDAL
KADAPA DISTRICT",08560-273446,MYLAVARAM,CUDDAPAH,ANDHRA PRADESH
APGB0002042,Andhra Pragathi Grameena Bank,APGB0002042,,LINGALA,"LINGALA-516396
LINGALA MANDAL
KADAPA DISTRICT",08568-238509,LINGALA,CUDDAPAH,ANDHRA PRADESH
APGB0002043,Andhra Pragathi Grameena Bank,APGB0002043,,NALLAPUREDDYPALLE,"NALLAPUREDDYPALLE-516390
PULIVENDULA MANDAL
KADAPA DISTRICT",08568-239223,NALLAPUREDDYPALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002053,Andhra Pragathi Grameena Bank,APGB0002053,,SIDDAVATTAM,"SIDDAVATAM-516237
SIDDAVATAM MANDAL
KADAPA DISTRICT",08589-272009,SIDDAVATTAM,CUDDAPAH,ANDHRA PRADESH
APGB0002054,Andhra Pragathi Grameena Bank,APGB0002054,,KALASAPADU,"KALASAPADU-516217
KALASAPADU  MANDAL
KADAPA DISTRICT",08569-286430,KALASAPADU,CUDDAPAH,ANDHRA PRADESH
APGB0002055,Andhra Pragathi Grameena Bank,APGB0002055,,GALIVEEDU,"GALIVEEDU-516267
GALIVEEDU MANDAL
KADAPA DISTRICT",08567-233206,GALIVEEDU,CUDDAPAH,ANDHRA PRADESH
APGB0002057,Andhra Pragathi Grameena Bank,APGB0002057,,KAMALAPURAM,"KAMALAPURAM-516289
KAMALAPURAM MANDAL
KADAPA DISTRICT",08563-274237,KAMALAPURAM,CUDDAPAH,ANDHRA PRADESH
APGB0002067,Andhra Pragathi Grameena Bank,APGB0002067,,CHILAMAKUR,"CHILAMAKUR-516310
YERRAGUNTLA MANDAL
KADAPA DISTRICT",08563-276124,CHILAMKUR,CUDDAPAH,ANDHRA PRADESH
APGB0002072,Andhra Pragathi Grameena Bank,APGB0002072,,CHAKRAYPET,"CHAKRAYAPET-516260
CHAKRAYAPET MANDAL
KADAPA DISTRICT",08567-234616,CHAKRAYPET,CUDDAPAH,ANDHRA PRADESH
APGB0002076,Andhra Pragathi Grameena Bank,APGB0002076,,RAJAMPET,"RAJAMPET-516115
RAJAMPET MANDAL
KADAPA DISTRICT",08565-240330,RAJAMPET,CUDDAPAH,ANDHRA PRADESH
APGB0002078,Andhra Pragathi Grameena Bank,APGB0002078,,MYDUKUR,"MYDUKUR-516172, 10TH WARD, BADVEL ROAD, 
MYDUKUR MANDAL
KADAPA DISTRICT",08564-231260,MYDUKUR,CUDDAPAH,ANDHRA PRADESH
APGB0002079,Andhra Pragathi Grameena Bank,APGB0002079,,SAMBEPALLI,"SAMBEPALLE-516215
SAMBEPALLE MANDAL
KADAPA DISTRICT",08561-242434,SAMBEPALLI,CUDDAPAH,ANDHRA PRADESH
APGB0002082,Andhra Pragathi Grameena Bank,APGB0002082,,PENDLIMARRY,"PENDLIMARRY-516216
PENDLIMARRY MANDAL
KADAPA DISTRICT",08562-202395,PENDLIMARRY,CUDDAPAH,ANDHRA PRADESH
APGB0002083,Andhra Pragathi Grameena Bank,APGB0002083,,BADVEL,"BADVEL – 516227
D.NO 8/2A, NEAR RTC BUS STAND, 
BADVEL MANDAL
KADAPA DISTRICT",08569-284215,BADVEL,CUDDAPAH,ANDHRA PRADESH
APGB0002085,Andhra Pragathi Grameena Bank,APGB0002085,,ITUKALAPADU,"ITUKALAPADU-516193
B.KODUR MANDAL
KADAPA DISTRICT",08569-210599,ITUKALAPADU,CUDDAPAH,ANDHRA PRADESH
APGB0002087,Andhra Pragathi Grameena Bank,APGB0002087,,NAGARIPADU,"NAGARIPADU-516110
KODUR (RAILWAY) MANDAL, 
KADAPA DISTRICT",08566-246485,NAGARIPADU,CUDDAPAH,ANDHRA PRADESH
APGB0002092,Andhra Pragathi Grameena Bank,APGB0002092,,CHINNAMANDEM,"CHINNAMANDEM-516214
CHINNAMANDEM MANDAL
KADAPA DISTRICT",08561-244023,CHINNAMANDAM,CUDDAPAH,ANDHRA PRADESH
APGB0002094,Andhra Pragathi Grameena Bank,APGB0002094,,PONDALUR,"PONDALUR – 516128
PENAGALURU MANDAL
KADAPA DISTRICT",08565-257254,PONDALUR,CUDDAPAH,ANDHRA PRADESH
APGB0002095,Andhra Pragathi Grameena Bank,APGB0002095,,VADDIRALA,"VADDIRALA-516432
MYLAVARAM MANDAL
KADAPA DISTRICT",08560-273037,DHODIUM,CUDDAPAH,ANDHRA PRADESH
APGB0002101,Andhra Pragathi Grameena Bank,APGB0002101,,THONDUR,"THONDURU-516401
THONDURU MANDAL
KADAPA DISTRICT",08568-238308,THONDUR,CUDDAPAH,ANDHRA PRADESH
APGB0002102,Andhra Pragathi Grameena Bank,APGB0002102,,NARASAPURAM,"NARASAPURAM-516217
AVADHOOTA KASINAYANA MANDAL
KADAPA DISTRICT",08569-286262,NARASAPURAM,CUDDAPAH,ANDHRA PRADESH
APGB0002107,Andhra Pragathi Grameena Bank,APGB0002107,,RAYACHOTI,"RAYACHOTY-516268
RAYACHOTY MANDAL
KADAPA DISTRICT",08561-251634,RAYACHOTI,CUDDAPAH,ANDHRA PRADESH
APGB0002108,Andhra Pragathi Grameena Bank,APGB0002108,,NOOLIVEEDU,"NOOLIVEEDU-516272
GALIVEEDU MANDAL
KADAPA DISTRICT",08567-234890,NOOLIVEEDU,CUDDAPAH,ANDHRA PRADESH
APGB0002109,Andhra Pragathi Grameena Bank,APGB0002109,,SETTIGUNTA,"SETTIGUNTA-516102
RAILWAY KODUR MANDAL
KADAPA DISTRICT",08566-247877,SETTIGUNTA,CUDDAPAH,ANDHRA PRADESH
APGB0002112,Andhra Pragathi Grameena Bank,APGB0002112,,B.KODURU,"B.KODURU – 516228
B.KODURU MANDAL,
KADAPA DISTRICT",08569-286606,B.KODURU,CUDDAPAH,ANDHRA PRADESH
APGB0002116,Andhra Pragathi Grameena Bank,APGB0002116,,KADAPA - MOCHAMPETA,"KADAPA   MOCHAMPET  BRANCH
TULASI COMPLEX, NEAR BAHADUR KHAN MASJID, TRUNK ROAD
KADAPA,
KADAPA DISTRICT.   PIN 516001",08562-245950,THUMMALURU,CUDDAPAH,ANDHRA PRADESH
APGB0002117,Andhra Pragathi Grameena Bank,APGB0002117,,KODUR,"KODUR (RAILWAY)-516101
KODURU MANDAL
KADAPA DISTRICT",08566-242558,KODUR,CUDDAPAH,ANDHRA PRADESH
APGB0002118,Andhra Pragathi Grameena Bank,APGB0002118,,BOYANAPALLE,"BOYANAPALLE – 516126
RAJAMPET  MANDAL,
KADAPA DISTRICT",08565-200323,AKEPADU,CUDDAPAH,ANDHRA PRADESH
APGB0002120,Andhra Pragathi Grameena Bank,APGB0002120,,YERRAGUNTLA,"YERRAGUNTLA-516309
YERRAGUNTLA MANDAL
KADAPA DISTRICT",08563-275136,YERRAGUNTLA,CUDDAPAH,ANDHRA PRADESH
APGB0002121,Andhra Pragathi Grameena Bank,APGB0002121,,RAMAPURAM(K),"RAMAPURAM (K) -516504
RAMAPURAM MANDAL
KADAPA DISTRICT",08567-238080,CHITLOOR,CUDDAPAH,ANDHRA PRADESH
APGB0002122,Andhra Pragathi Grameena Bank,APGB0002122,,VATHALUR,"VATHALUR-516107
PULLAMPET MANDAL
KADAPA DISTRICT",08565-246802,VATHALUR,CUDDAPAH,ANDHRA PRADESH
APGB0002123,Andhra Pragathi Grameena Bank,APGB0002123,,ALAVALAPADU,"ALAVALAPADU – 516350
VEMULA MANDAL,
KADAPA DISTRICT",08588-283116,ALAVALAPADU,CUDDAPAH,ANDHRA PRADESH
APGB0002124,Andhra Pragathi Grameena Bank,APGB0002124,,KOTHA NELLORE,"KOTHA NELLORE-516163 
KHAJIPET  MANDAL
KADAPA DISTRICT",08562-235055,KOTHA NELLORE,CUDDAPAH,ANDHRA PRADESH
APGB0002128,Andhra Pragathi Grameena Bank,APGB0002128,,PEDDA CHAPPALI,"PEDDACHEPPALI-516289
KAMALAPURAM MANDAL
KADAPA DISTRICT",08563-277123,PEDDA CHAPPALI,CUDDAPAH,ANDHRA PRADESH
APGB0002133,Andhra Pragathi Grameena Bank,APGB0002133,,ANKALAMMA GUDUR,"ANKALAMMAGUDUR – 516484
SIMHADRIPURAM MANDAL,
KADAPA DISTRICT",08568-239411,ANKALAMMA GUDUR,CUDDAPAH,ANDHRA PRADESH
APGB0002135,Andhra Pragathi Grameena Bank,APGB0002135,,ANANTHARAJUPETA,"ANANTHARAJUPET – 516105
RAILWAY KODUR MANDAL
KADAPA DISTRICT",08566-200276,ANANTHARAJUPETA,CUDDAPAH,ANDHRA PRADESH
APGB0002137,Andhra Pragathi Grameena Bank,APGB0002137,,RAJUPALEM,"RAJUPALEM-516363
RAJUPALEM MANDAL
KADAPA DISTRICT",08564-230147,RAJUPALEM,CUDDAPAH,ANDHRA PRADESH
APGB0002138,Andhra Pragathi Grameena Bank,APGB0002138,,JAMMALAMADUGU,"JAMMALAMADAGU-516434
JAMMALAMADUGU MANDAL
KADAPA DISTRICT",08560-270492,JAMMALAMADAGU,CUDDAPAH,ANDHRA PRADESH
APGB0002139,Andhra Pragathi Grameena Bank,APGB0002139,,BALA THIMMAYYAGARI PALLE,"BALATHIMMAIAHGARIPALLE-516259
CHAKRAYAPET MANDAL
KADAPA DISTRICT",08567-201074,BALA THIMMAYYAGARI PALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002140,Andhra Pragathi Grameena Bank,APGB0002140,,KADAPA - KAGITALAPENTA,"KADAPA   KAGITALAPENTA BRANCH *
NEAR GOVT. ITI, 
KAGITALAPENTA,
KADAPA DISTRICT.  PIN  516003",08562-259082,KAGITHALAPENTA,CUDDAPAH,ANDHRA PRADESH
APGB0002143,Andhra Pragathi Grameena Bank,APGB0002143,,KADAPA-JAYANAGAR COLONY BRANCH,"KADAPA JAYANAGAR COLONY  BRANCH
NEAR APSARA THEATRE,
JAYANAGAR COLONY, 
KADAPA DISTRICT. PIN  516002",08562- 244692,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
APGB0002144,Andhra Pragathi Grameena Bank,APGB0002144,,SIMHADRIPURAM,"SIMHADRIPURAM-516454
SIMHADRIPURAM MANDAL
KADAPA DISTRICT",08568-235114,SIMHADRIPURAM,CUDDAPAH,ANDHRA PRADESH
APGB0002145,Andhra Pragathi Grameena Bank,APGB0002145,,PULIVENDLA,"PULIVENDULA-516390
PULIVENDULA MANDAL 
KADAPA DISTRICT",08568-287977,PULIVENDLA,CUDDAPAH,ANDHRA PRADESH
APGB0002150,Andhra Pragathi Grameena Bank,APGB0002150,,PULLAMPET,"PULLAMPET-516107
PULLAMPET MANDAL
KADAPA DISTRICT",08566-257720,PULLAMPET,CUDDAPAH,ANDHRA PRADESH
APGB0002151,Andhra Pragathi Grameena Bank,APGB0002151,,CHENNUR,"CHENNUR-516162, D.NO. 12/280, RAMALAYAM STREET, 
CHENNUR MANDAL
KADAPA DISTRICT",08562-235720,CHENNUR,CUDDAPAH,ANDHRA PRADESH
APGB0002154,Andhra Pragathi Grameena Bank,APGB0002154,,TSUNDUPALLI,"T.SUNDUPALLI-516130
T.SUNDUPALLI MANDAL
KADAPA DISTRICT",08561-248698,TSUNDUPALLI,CUDDAPAH,ANDHRA PRADESH
APGB0002155,Andhra Pragathi Grameena Bank,APGB0002155,,CHITVEL,"CHITVEL-516 104
D.NO.1/200, MAIN ROAD, CHITVEL MANDAL,
KADAPA DISTRICT",08566-240983,CHITVEL,CUDDAPAH,ANDHRA PRADESH
APGB0002156,Andhra Pragathi Grameena Bank,APGB0002156,,KADAPA POLICE LINE BRANCH,"POLICE LINE-516 001
D.NO.20/1066, UPSTAIRS, 
CO-OPERATIVE COLONY,
KADAPA DISTRICT",08562-223437,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
APGB0002157,Andhra Pragathi Grameena Bank,APGB0002157,,DUVVUR,"DUVVURU-516 175
DUVVUR MANDAL
KADAPA DISTRICT",08564-238555,DUVVUR,CUDDAPAH,ANDHRA PRADESH
APGB0002158,Andhra Pragathi Grameena Bank,APGB0002158,,KHAJIPETA,"KHAJIPETA-516 203
KHAJIPETA MANDAL
KADAPA DISTRICT",08562-238187,SUNKESULA KHAJIPETA,CUDDAPAH,ANDHRA PRADESH
APGB0002159,Andhra Pragathi Grameena Bank,APGB0002159,,MUDDANUR,"MUDDANUR-516 380
D.NO.5/99 A, MUDDANUR VIL & MANDAL
KADAPA DISTRICT",08560-279359,MUDDANUR,CUDDAPAH,ANDHRA PRADESH
APGB0002160,Andhra Pragathi Grameena Bank,APGB0002160,,LAKKIREDDIPALLE,"LAKKIREDDYPALLI-516 257
NGO HOME, LAKKIREDDYPALLI VIL & MANDAL
KADAPA DISTRICT",08567-234041,LAKKIREDDIPALLE,CUDDAPAH,ANDHRA PRADESH
APGB0002161,Andhra Pragathi Grameena Bank,APGB0002161,,DEVUNIKADAPA,"KADAPA-DEVUNI KADAPA-516 001
D.NO.16/308, UPSTAIRS,
D.C. ROAD, DEVUNI KADAPA,
KADAPA DISTRICT",08562-221533,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
APGB0002162,Andhra Pragathi Grameena Bank,APGB0002162,,KADAPA NESCO,"NESCO,KADAPA-516002, NEAR RTC BUS STAND, ARAVINDANAGAR, KADAPA.",08562-200065,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
APGB0002163,Andhra Pragathi Grameena Bank,APGB0002163,,RAJAMPET - R. S. ROAD,"D.NO.6/52,
R.S. ROAD, RAJAMPET, 
KADAPA DISTRICT
PIN-516 115
",08565-251669,RAJAMPET,CUDDAPAH,ANDHRA PRADESH
APGB0002164,Andhra Pragathi Grameena Bank,APGB0002164,,YERRAMUKKAPALLI,"D.NO.1/2687, APHB COLONY,
R.S. ROAD, YERRAMUKKAPALLI,
KADAPA
YSR DISTRICT
PIN-516 004
",08562-256322,CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
APGB0002166,Andhra Pragathi Grameena Bank,APGB0002166,,GOPAVARAM,"PLOT NO.9, APHB COLONY,
BHAGATH SINGH COLONY,
GOPAVARAM VIL & PO,
PRODDATUR MANDAL,
YSR KADAPA DISTRICT
PIN-516 360
",08564-200326,GOPAVARAM,CUDDAPAH,ANDHRA PRADESH
APGB0002167,Andhra Pragathi Grameena Bank,APGB0002167,,PRODDATUR - MODEMPALLI,"MODEMPALLI - 516360, JINNAH ROAD, MODEMPALLI, PRODDUTUR POST, KADAPA DIST",0,PRODDATUR,CUDDAPAH,ANDHRA PRADESH
APGB0002172,Andhra Pragathi Grameena Bank,APGB0002172,,NANDIMANDALAM,"D. NO. 6/328-2,
NANDIMANDALAM VILLAGE,
PENDLIMARRI MANDAL,
KADAPA DISTRICT,  
PIN-516218
",0,NANDIMANDALAM,CUDDAPAH,ANDHRA PRADESH
APGB0002175,Andhra Pragathi Grameena Bank,APGB0002175,,PENAGALURU,"D.NO. 3/205A, PENAGALUR VILLAGE & POST KADAPA DIST",,PENGALUR,CUDDAPAH,ANDHRA PRADESH
APGB0003003,Andhra Pragathi Grameena Bank,APGB0003003,,ADONI,"ADONI – 518301
DOOR NO.268-12, 1ST FLOOR,
ACHARI ARCHADE, NEAR POLICE CONTROL ROOM,
YEMMIGANUR ROAD,
KURNOOL DISTRICT",08512-253537,ADONI,KURNOOL,ANDHRA PRADESH
APGB0003004,Andhra Pragathi Grameena Bank,APGB0003004,,PARLA,"PARLA-518478
(VIA) K.NAGALAPURAM, 
KALLUR MANDAL
KURNOOL DISTRICT",08525-200055,PARLA,KURNOOL,ANDHRA PRADESH
APGB0003009,Andhra Pragathi Grameena Bank,APGB0003009,,KURNOOL-MAIN,"KURNOOL MAIN BRANCH
CLUB ROAD, 
RAILWAY STATION ROAD,
KURNOOL, 
KURNOOL DISTRICT.  PIN  518004",08518-220176,KURNOOL,KURNOOL,ANDHRA PRADESH
APGB0003010,Andhra Pragathi Grameena Bank,APGB0003010,,NANDIVARGAM,"NANDIVARGAM-518176
BANAGNAPALLE MANDAL
KURNOOL DISTRICT",08515-248058,NANDIVARGAM,KURNOOL,ANDHRA PRADESH
APGB0003011,Andhra Pragathi Grameena Bank,APGB0003011,,NANOOR,"NANNOOR-518023
ORVAKAL MANDAL
KURNOOL DISTRICT",08518-238558,NANOOR,KURNOOL,ANDHRA PRADESH
APGB0003016,Andhra Pragathi Grameena Bank,APGB0003016,,NEMAKAL,"NEMAKAL-518396
CHIPPAGIRI  MANDAL
KURNOOL DISTRICT",08523-239996,NEMAKAL,KURNOOL,ANDHRA PRADESH
APGB0003017,Andhra Pragathi Grameena Bank,APGB0003017,,PARUMANCHALA,"PARUMANCHALA-518407
JUPADU BUNGLOW MANDAL
KURNOOL DISTRICT",08513-256030,PARUMANCHALA,KURNOOL,ANDHRA PRADESH
APGB0003021,Andhra Pragathi Grameena Bank,APGB0003021,,ALUR,"ALURU – 518395
ALURU MANDAL,
KURNOOL DISTRICT",08523-228059,ALUR,KURNOOL,ANDHRA PRADESH
APGB0003025,Andhra Pragathi Grameena Bank,APGB0003025,,BETAMCHERLA,"BETAMCHERLA – 518599 
BETAMCHERLA MANDAL,
KURNOOL DISTRICT",08516-273100,BETAMCHERLA,KURNOOL,ANDHRA PRADESH
APGB0003026,Andhra Pragathi Grameena Bank,APGB0003026,,UYYALAWADA,"UYYALAWADA-518155
UYYALAWADA MANDAL
KURNOOL DISTRICT",08510-234927,UYYALAWADA,KURNOOL,ANDHRA PRADESH
APGB0003027,Andhra Pragathi Grameena Bank,APGB0003027,,DEEBAGUNTLA,"DEEBAGUNTLA-518502
GOSPADU MANDAL
KURNOOL DISTRICT",08514-232253,DEEBAGUNTLA,KURNOOL,ANDHRA PRADESH
APGB0003028,Andhra Pragathi Grameena Bank,APGB0003028,,DEVANAKONDA,"DEVANAKONDA-518465
DEVANAKONDA MANDAL
KURNOOL DISTRICT",08520-276526,DEVANAKONDA,KURNOOL,ANDHRA PRADESH
APGB0003029,Andhra Pragathi Grameena Bank,APGB0003029,,TANGUTUR,"TANGATURU (K)-518124
BANAGANAPALLI MANDAL
KURNOOL DISTRICT",08515-236036,TANGUTUR,KURNOOL,ANDHRA PRADESH
APGB0003030,Andhra Pragathi Grameena Bank,APGB0003030,,PEDDA TUMBALAM,"PEDDATHUMBALAM-518301
ADONI MANDAL
KURNOOL DISTRICT",08512-257416,PEDDA TUMBALAM,KURNOOL,ANDHRA PRADESH
APGB0003031,Andhra Pragathi Grameena Bank,APGB0003031,,GADIVEMULA,"GADIVEMULA-518508
GADIVEMULA MANDAL
KURNOOL DISTRICT",08514-233234,GADIVEMULA,KURNOOL,ANDHRA PRADESH
APGB0003034,Andhra Pragathi Grameena Bank,APGB0003034,,KODUMUR,"KODUMURU-518464
KODUMURU MANDAL
KURNOOL DISTRICT",08525-228057,KODUMUR,KURNOOL,ANDHRA PRADESH
APGB0003036,Andhra Pragathi Grameena Bank,APGB0003036,,MANTRALAYAM,"MANTRALAYAM-518345
MANTRALAYAM MANDAL
KURNOOL DISTRICT",08512-279432,MANTRALAYAM,KURNOOL,ANDHRA PRADESH
APGB0003047,Andhra Pragathi Grameena Bank,APGB0003047,,TERNEKAL,"TERNEKAL-518465
DEVANAKONDA MANDAL
KURNOOL DISTRICT",08520-233026,TERNEKAL,KURNOOL,ANDHRA PRADESH
APGB0003049,Andhra Pragathi Grameena Bank,APGB0003049,,KOILKUNTLA,"KOILAKUNTLA-518134  *
RTC BUS STAND ROAD, 
KOILAKUNTLA MANDAL
KURNOOL DISTRICT",08510-225209,KOILKUNTLA,KURNOOL,ANDHRA PRADESH
APGB0003050,Andhra Pragathi Grameena Bank,APGB0003050,,KOLIMIGUNDLA,"KOLIMIGUNDLA-518123
KOLIMIGUNDLA MANDAL
KURNOOL DISTRICT",08510-244321,KOLIMIGUNDLA,KURNOOL,ANDHRA PRADESH
APGB0003051,Andhra Pragathi Grameena Bank,APGB0003051,,GARLADINNE,"GARLADINNE (K) -518200
PEAPULLY MANDAL
KURNOOL DISTRICT",08522-201234,GARLADINNE,KURNOOL,ANDHRA PRADESH
APGB0003060,Andhra Pragathi Grameena Bank,APGB0003060,,DORNIPADU,"DORNIPADU-518135
DORNIPADU MANDAL
KURNOOL DISTRICT",08510-253725,DORNIPADU,KURNOOL,ANDHRA PRADESH
APGB0003061,Andhra Pragathi Grameena Bank,APGB0003061,,GOSPADU,"GOSPADU-518593
GOSPADU MANDAL
KURNOOL DISTRICT",08519-252739,GOSPADU,KURNOOL,ANDHRA PRADESH
APGB0003062,Andhra Pragathi Grameena Bank,APGB0003062,,GAJULAPALLE,"GAJULAPALLE-518583
MAHANANDI MANDAL
KURNOOL DISTRICT",08514-232723,GAJULAPALLE,KURNOOL,ANDHRA PRADESH
APGB0003063,Andhra Pragathi Grameena Bank,APGB0003063,,GARGEYAPURAM,"GARGEYAPURAM-518452
KURNOOL MANDAL
KURNOOL DISTRICT",08518-238146,GARGEYAPURAM,KURNOOL,ANDHRA PRADESH
APGB0003064,Andhra Pragathi Grameena Bank,APGB0003064,,MIDTHUR,"MIDTHUR-518405
MIDTHUR MANDAL
KURNOOL DISTRICT",08513-282645,MIDTHUR,KURNOOL,ANDHRA PRADESH
APGB0003065,Andhra Pragathi Grameena Bank,APGB0003065,,ATMAKUR (K),"ATMAKUR (K) ** – 518422 
GOUD CENTRE, 
ATMAKUR MANDAL,
KURNOOL DISTRICT",08517-283460,ATMAKUR,KURNOOL,ANDHRA PRADESH
APGB0003066,Andhra Pragathi Grameena Bank,APGB0003066,,PERAVALI,"PERAVALI-518391
MADDIKERA MANDAL
KURNOOL DISTRICT",08520-277329,PERAVALI,KURNOOL,ANDHRA PRADESH
APGB0003070,Andhra Pragathi Grameena Bank,APGB0003070,,YEMMIGANUR,"YEMMIGANUR  *  -518360
YEMMIGANUR MANDAL
KURNOOL DISTRICT",08512-255752,YEMMIGANUR,KURNOOL,ANDHRA PRADESH
APGB0003071,Andhra Pragathi Grameena Bank,APGB0003071,,RAGADAGUDUR,"REGADAGUDUR-518533
VELUGODU MANDAL
KURNOOL DISTRICT",08517-284550,RAGADAGUDUR,KURNOOL,ANDHRA PRADESH
APGB0003073,Andhra Pragathi Grameena Bank,APGB0003073,,HUSSAINAPURAM(K),"HUSSAINAPURAM (K)-518011
ORVAKAL MANDAL
KURNOOL DISTRICT",08518-239158,HUSSAINAPURAM,KURNOOL,ANDHRA PRADESH
APGB0003074,Andhra Pragathi Grameena Bank,APGB0003074,,KOTHAKOTA,"KOTHAKOTA-518466
C.BELAGAL MANDAL
KURNOOL DISTRICT",08525-279405,KOTHAKOTA,KURNOOL,ANDHRA PRADESH
APGB0003075,Andhra Pragathi Grameena Bank,APGB0003075,,VELDURTHI,"VELDURTHY-518216
VELDURTHY MANDAL
KURNOOL DISTRICT",08516-275758,VELDURTHI,KURNOOL,ANDHRA PRADESH
APGB0003080,Andhra Pragathi Grameena Bank,APGB0003080,,HALAHARVI,"HALAHARVI-518348
HALAHARVI MANDAL
KURNOOL DISTRICT",08523-249161,HALAHARVI,KURNOOL,ANDHRA PRADESH
APGB0003081,Andhra Pragathi Grameena Bank,APGB0003081,,PATTIKONDA,"PATHIKONDA-518380
PATHIKONDA MANDAL
KURNOOL DISTRICT",08520-226056,PATTIKONDA,KURNOOL,ANDHRA PRADESH
APGB0003084,Andhra Pragathi Grameena Bank,APGB0003084,,TUGGALI,"THUGGALI-518390
THUGGALI MANDAL
KURNOOL DISTRICT",08520-277626,TUGGALI,KURNOOL,ANDHRA PRADESH
APGB0003089,Andhra Pragathi Grameena Bank,APGB0003089,,NOSSAM,"NOSSAM-518145
SANJAMALA MANDAL
KURNOOL DISTRICT",08510-273666,NOSSAM,KURNOOL,ANDHRA PRADESH
APGB0003090,Andhra Pragathi Grameena Bank,APGB0003090,,DHONE,"DHONE-518222
NEAR GOVT.DEGREE COLLEGE,
DHONE MANDAL
KURNOOL DISTRICT",08516-222684,DHONE,KURNOOL,ANDHRA PRADESH
APGB0003093,Andhra Pragathi Grameena Bank,APGB0003093,,HEBBATAM,"HEBBATAM-518310
HOLAGUNDA MANDAL
KURNOOL DISTRICT",08512-289519,HEBBATAM,KURNOOL,ANDHRA PRADESH
APGB0003096,Andhra Pragathi Grameena Bank,APGB0003096,,JUPADU BUNGLOW,"JUPADU BUNGLOW-518401
JUPADU BUNGLOW MANDAL
KURNOOL DISTRICT",08513-282012,BANNUR,KURNOOL,ANDHRA PRADESH
APGB0003097,Andhra Pragathi Grameena Bank,APGB0003097,,PETNIKOTA,"PETNIKOTA-518123
KOLIMIGUNDLA MANDAL
KURNOOL DISTRICT",08510-201446,PETNIKOTA,KURNOOL,ANDHRA PRADESH
APGB0003099,Andhra Pragathi Grameena Bank,APGB0003099,,SUNNIPENTA,"SUNNIPENTA-518102
SRISAILAMDAM PROJECT COLONY (EAST),           
ATMAKUR MANDAL
KURNOOL DISTRICT",08524-286090,SRISAILAM PRJCT.TOWNSHIP,KURNOOL,ANDHRA PRADESH
APGB0003100,Andhra Pragathi Grameena Bank,APGB0003100,,POLAKAL,"POLAKAL-518473
C.BELAGAL MANDAL
KURNOOL DISTRICT",08525-249530,POLAKAL,KURNOOL,ANDHRA PRADESH
APGB0003103,Andhra Pragathi Grameena Bank,APGB0003103,,TUNGABHADRA,"THUNGABHADRA-518397
MANTRALAYAM MANDAL
KURNOOL DISTRICT",08512-259736,TUNGABHADRA,KURNOOL,ANDHRA PRADESH
APGB0003105,Andhra Pragathi Grameena Bank,APGB0003105,,JONNAGIRI,"JONNAGIRI-518390
TUGGALI MANDAL
KURNOOL DISTRICT",08520-236928,JONNAGIRI,KURNOOL,ANDHRA PRADESH
APGB0003106,Andhra Pragathi Grameena Bank,APGB0003106,,NANDYAL  NOONEPALLE BRANCH  ,"NANDYAL  NOONEPALLE BRANCH   *
NEAR GOVT. HOSPITAL,
NOONEPALLE,
KURNOOL DISTRICT.  PIN 518503",08514-245490,NANDYAL,KURNOOL,ANDHRA PRADESH
APGB0003110,Andhra Pragathi Grameena Bank,APGB0003110,,NANDYAL MAIN,"NANDYAL MAIN BRANCH
SANJEEVA NAGAR, 
NANDYAL,
KURNOOL DISTRICT.  PIN 518501",08514-245097,NANDYAL,KURNOOL,ANDHRA PRADESH
APGB0003113,Andhra Pragathi Grameena Bank,APGB0003113,,THIMMAPURAM,"THIMMAPURAM (K) -518512
MAHANANDI MANDAL
KURNOOL DISTRICT",08514-235606,THIMMAPURAM,KURNOOL,ANDHRA PRADESH
APGB0003114,Andhra Pragathi Grameena Bank,APGB0003114,,POLURU,"POLURU-518511
NANDYAL MANDAL
KURNOOL DISTRICT",08514-235442,POLURU,KURNOOL,ANDHRA PRADESH
APGB0003119,Andhra Pragathi Grameena Bank,APGB0003119,,PEDDAKADABURU,"PEDDAKADABUR-518323
PEDDAKADABUR MANDAL
KURNOOL DISTRICT",08512-277316,PEDDAKADABURU,KURNOOL,ANDHRA PRADESH
APGB0003126,Andhra Pragathi Grameena Bank,APGB0003126,,URUKUNDA,"URUKUNDA-518301
KOWTHALAM MANDAL
KURNOOL DISTRICT",08512-248230,URUKUNDA,KURNOOL,ANDHRA PRADESH
