ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
HSBC0110002,HSBC,HSBC0110002,110039002,"MAIN BRANCH, NEW DELHI","NO. 25, BARAKHAMBA ROAD, NEW DELHI 110 001",,DELHI,NEW DELHI,DELHI
HSBC0110004,HSBC,HSBC0110004,110039004,"SOUTH EXTENSION, NEW DELHI","F-43, SOUTH EXTENSION - I, NEW DELHI 110 049",,DELHI,NEW DELHI,DELHI
HSBC0110005,HSBC,HSBC0110005,110039005,GURGAON,"JMD REGENT SQUARE, GURGAON-MEHRAULI ROAD, DLF PHAS II, GURGAON 122 001",,GURGAON,GURGAON,HARYANA
HSBC0110006,HSBC,HSBC0110006,110039006,"GREATER KAILASH, NEW DELHI","R-47, GREATER KAILASH-I, NEW DELHI 110 048",,DELHI,NEW DELHI,DELHI
HSBC0110007,HSBC,HSBC0110007,110039007,NOIDA (U.P.),"K 14-18, SECTOR 18, GAUTAM BUDH NAGAR, NOIDA 201 301",,NOIDA,GAUTAM BODDA NAGAR,UTTAR PRADESH
HSBC0110008,HSBC,HSBC0110008,110039008,"BASANT LOK, NEW DELHI"," NO. 12, BASANT LOK, NEW DELHI 110 057",,DELHI,NEW DELHI,DELHI
HSBC0110009,HSBC,HSBC0110009,110039009,"PUNJABI BAGH, NEW DELHI","CENTRAL MARKET, PUNJABI BAGH (WEST), NEW DELHI - 110023",,DELHI,NEW DELHI,DELHI
HSBC0141002,HSBC,HSBC0141002,141039002,LUDHIANA,"LUDHIANA STOCK EXCHANGE BUILDING, GR FLOOR, FEROZE GANDHI MARKET, LUDHIANA 141 001",,LUDHIANA,LUDHIANA,PUNJAB
HSBC0160002,HSBC,HSBC0160002,160039002,CHANDIGARH,"SCO 1, SECTOR 9-D, CHANDIGARH 160 017",,CHANDIGARH,CHANDIGARH,CHANDIGARH
HSBC01INDIA,HSBC,HSBC01INDIA,NON-MICR,PAYMENTS DIVISION,"52/60, M.G ROAD, MUMBAI -400 001",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0226002,HSBC,HSBC0226002,226039002,LUCKNOW,"1, SHAHNAJAF ROAD, OPP. SAHARAGANJ MALL, LUCKNOW 226001",,LUCKNOW,LUCKNOW,UTTAR PRADESH
HSBC0302002,HSBC,HSBC0302002,302039002,JAIPUR,"61-A, VASANTI BUILDING, SARDAR PATEL MARG, C- SCHEME, JAIPUR 302 001",,JAIPUR,JAIPUR,RAJASTHAN
HSBC0342002,HSBC,HSBC0342002,342039002,JODHPUR,"PLOT NO. C - 43A (2), PWD COLONY, JODHPUR - 342001",,JODHPUR,JODHPUR,RAJASTHAN
HSBC0380002,HSBC,HSBC0380002,380039002,AHMEDABAD,"MARDIA PLAZA, , C G ROAD, AHMEDABAD 380 006",,AHMEDABAD,AHMEDABAD,GUJARAT
HSBC0390002,HSBC,HSBC0390002,390039002,VADODARA,"“SHEEL”, 1 / 2  KALPANA SOCIETY, INOX MULTIPLEX ROAD, RACE COURSE CIRCLE, , VADODARA 390 007",,VADODARA,VADODARA,GUJARAT
HSBC0395003,HSBC,HSBC0395003,395039003,SURAT,"RIDDHI PLAZA, OPPOSITE KRIBHCO TOWNSHIP, HAZIRA, SURAT DISTRICT, GUJARAT-394510",,HAZIRA - SURAT,SURAT,GUJARAT
HSBC0400002,HSBC,HSBC0400002,400039002,"MAIN BRANCH, MUMBAI","52/60, M.G. ROAD, MUMBAI 400 001",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400003,HSBC,HSBC0400003,400039003,"ANDHERI, MUMBAI","HSBC, PLOT NO. 139-140 B, WESTERN EXPRESS HIGHWAY, SAHAR ROAD JUNCTION, VILE PARLE (EAST), MUMBAI – 400 057",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400004,HSBC,HSBC0400004,400039004,"BANDRA, MUMBAI","HSBC CENTRE, DR AMBEDKAR ROAD, BANDRA (WEST), MUMBAI 400 050",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400005,HSBC,HSBC0400005,400039005,"BORIVALI, MUMBAI","SIDDHARTH ARCADE, L T ROAD - FACTORY LANE JUNCTION, BORIVLI (WEST), MUMBAI 400 092",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400006,HSBC,HSBC0400006,400039006,"CHEMBUR, MUMBAI","MERCANTILE APARTMENTS, DR CHOITRAM GIDWANI ROAD, CHEMBUR, MUMBAI 400 074",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400007,HSBC,HSBC0400007,400039007,"PEDDAR ROAD, MUMBAI","ASHA MAHAL, 46 B, DR G DESHMUKH MARG, MUMBAI 400 026",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400008,HSBC,HSBC0400008,400039008,"JUHU, MUMBAI","EDEN SQUARE, PLOT NO. 3/1, N.S. ROAD NO. 10, JVPD SCHEME, JUHU, VILE PARLE (WEST), MUMBAI - 400 049",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400010,HSBC,HSBC0400010,400039010,"LOKHANDWALA, MUMBAI","E-2/3/4, MANISH GARDEN, GROUND FLOOR, J P ROAD, ANDHERI (W), MUMBAI 400 053",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0400011,HSBC,HSBC0400011,400039011,THANE,"ISH KRUPA, RAM MARUTI ROAD, NAUPADA, THANE (WEST) 400 602",,THANE,THANE,MAHARASHTRA
HSBC0400012,HSBC,HSBC0400012,400039012,"POWAI, MUMBAI","PRUDENTIAL HOUSE, GROUND FLOOR, HIRANANDANI BUSINESS PARK, POWAI, MUMBAI 400 076",,MUMBAI,GREATER MUMBAI,MAHARASHTRA
HSBC0411002,HSBC,HSBC0411002,411039002,PUNE,"AMAR AVINASH CORPORATE CITY, SECTOR NO. 11, BUND GARDEN ROAD, PUNE 411 011",,PUNE,PUNE,MAHARASHTRA
HSBC0411003,HSBC,HSBC0411003,411039003,"BHANDARKAR ROAD, PUNE","PRADEEP CHAMBERS, BHANDARKAR ROAD, SHIVAJI NAGAR, PUNE - 411 004",,PUNE,PUNE,MAHARASHTRA
HSBC0422002,HSBC,HSBC0422002,422039002,NASIK,"DEOLALI CENTRE MALL, SURVEY NO 27-E, HOUSE NO 27, LAM ROAD, DEOLALI CAMP, NASIK DISTRICT, MAHARASHTRA-422401.",,DEOLALI CAMP - NASIK,NASIK,MAHARASHTRA
HSBC0440002,HSBC,HSBC0440002,440039002,NAGPUR,"SHRIRAM SHYAM TOWERS, S V PATEL ROAD, KINGSWAY, NAGPUR - 440 001",,NAGPUR,NAGPUR,MAHARASHTRA
HSBC0452002,HSBC,HSBC0452002,452039002,INDORE,"DARSHAN MALL, UPPER GROUND FLOOR, 15/2, RACE COURSE ROAD, INDORE 452 001",,INDORE,INDORE,MADHYA PRADESH
HSBC0492002,HSBC,HSBC0492002,492039002,RAIPUR,"D M PLAZA, HOLDING NO. 8/127, MOULANA ABDUL RAUF WARD NO.36, FIRE BRIGADE CHOWK, CHHOTAPARA, RAIPUR - 492001",,RAIPUR,RAIPUR,CHHATTISGARH
HSBC0500002,HSBC,HSBC0500002,500039002,HYDERABAD,"6-3-1107 & 1108, RAJ BHAVAN ROAD, SOMAJIGUDA, HYDERABAD 500 082",,HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH
HSBC0530002,HSBC,HSBC0530002,530039001,VISHAKHAPATNAM,"VINAYAGAR PARADISE, DOOR NO. 10-1-38/B, WALTAIR UPLANDS, T.B. ROAD, VISAKHAPATNAM 530 003",,VISAKHAPATNAM,VISHAKAPATNAM,ANDHRA PRADESH
HSBC0560002,HSBC,HSBC0560002,560039002,"MAIN BRANCH, BANGALORE","NO. 7, MAHATMA GANDHI ROAD, BANGALORE 560 001",,BANGALORE,BANGALORE URBAN,KARNATAKA
HSBC0560003,HSBC,HSBC0560003,560039003,"JAYANAGAR, BANGALORE","HSBC, NO. 84, GANDHI BAZAR MAIN ROAD, BASAVANAGUDI, BANGALORE - 560 004",,BANGALORE,BANGALORE URBAN,KARNATAKA
HSBC0570002,HSBC,HSBC0570002,570039002,MYSORE,"1, KALIDASA ROAD, JAYALAKSHMI PURAM, MYSORE-570002",,MYSORE,MYSORE,KARNATAKA
HSBC0600002,HSBC,HSBC0600002,600039002,"MAIN BRANCH, CHENNAI","96, DR RADHAKRISHNAN SALAI, MYLAPORE, CHENNAI 600 004",,CHENNAI,CHENNAI,TAMIL NADU
HSBC0600003,HSBC,HSBC0600003,600039003,"ADYAR, CHENNAI","RAJALAKSHMI PALACE, NO 43, I MAIN ROAD, ADYAR, CHENNAI 600 020",,CHENNAI,CHENNAI,TAMIL NADU
HSBC0641002,HSBC,HSBC0641002,641039002,COIMBATORE,"SRIVARI GOKUL TOWERS, 108, RACE COURSE ROAD, COIMBATORE 641 018",,COIMBATORE,COIMBOTORE,TAMIL NADU
HSBC0682002,HSBC,HSBC0682002,682039002,KOCHI,"HSBC,PULIKKAL ESTATE, M G ROAD,PALLIMUKKU,KOCHI - 682 016",,KOCHI,ERNAKULAM,KERALA
HSBC0695002,HSBC,HSBC0695002,695039002,TRIVANDRUM,"DIAMOND HILL, VELLAYAMBALAM, TRIVANDRUM 695 010",,THIRUVANANTHAPURAM,TRIVANDRUM,KERALA
HSBC0700004,HSBC,HSBC0700004,700039004,"MAIN BRANCH, KOLKATA","31 BBD BAGH, DALHOUSIE SQUARE, KOLKATA 700 001",,KOLKATA,KOLKATA,WEST BENGAL
HSBC0700005,HSBC,HSBC0700005,700039005,"GARIAHAT,KOLKATA","HSBC, FORT TERRAZO, NO. 5, RAMANI CHATTERJEE ROAD, KOLKATA 700 029",,KOLKATA,KOLKATA,WEST BENGAL
HSBC0700006,HSBC,HSBC0700006,700039006,"HOWRAH, KOLKATA","NO. 21, GRAND TRUNK ROAD (SOUTH), HOWRAH  711 101",,KOLKATA,KOLKATA,WEST BENGAL
