ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
JAKA0ACHBAL,The Jammu and Kashmir Bank,JAKA0ACHBAL,NON MICR,"ACHABAL, SOPORE","ACHABAL, DOABGAH,SOPORE-JAMMU AND KASHMIR",01954-215448,BARAMULLA,BARAMULLA,JAMMU & KASHMIR
JAKA0ACHNAG,The Jammu and Kashmir Bank,JAKA0ACHNAG,NON-MICR,"ACHABAL, ANANTNAG","ACHABAL, ANANTNAG",951932241226,ANANTNAG,ANANTNAG,JAMMU & KASHMIR
JAKA0AHAMAD,The Jammu and Kashmir Bank,JAKA0AHAMAD,380051002,AHAMADABAD,"PARISEEMA COMPLEX, . G. ROAD, AHMEDABAD-380006.",079-26426058,AHMADABAD,AHMEDABAD,GUJARAT
JAKA0AIRCAR,The Jammu and Kashmir Bank,JAKA0AIRCAR,190051003,AIR CARGO,OPP. NEWERA SCHOOL . RAJBAGH.  .SRINAGAR,0194-2455181,SRINAGAR,SRINAGAR,JAMMU & KASHMIR
JAKA0AJJASS,The Jammu and Kashmir Bank,JAKA0AJJASS,NON MICR,AJAS,"AJAS, BARAMULLA,J&K",01933-278288,AJAS,BARAMULLA,JAMMU & KASHMIR
JAKA0AJJOTE,The Jammu and Kashmir Bank,JAKA0AJJOTE,NON MICR,AJOTE,"AJOTE, DISTRICT-POONCH, PIN CODE-185101",9622178426,POONCH,POONCH,JAMMU & KASHMIR
JAKA0AKHNOR,The Jammu and Kashmir Bank,JAKA0AKHNOR,NON MICR,"""AKHNOOR , MAIN BAZAR""","THE JAMMU AND KASHMIR BANK LTD,MAIN BAZAR AKHNOOR;JAMMU.",01924-252237,JAMMU,JAMMU,JAMMU & KASHMIR
JAKA0AKNGAM,The Jammu and Kashmir Bank,JAKA0AKNGAM,NON MICR,AKINGAM,"AKINGAM,.ANANTNAG, J&K",01932-241331,AKINGAM,ANANTNAG,JAMMU & KASHMIR
JAKA0ALABAD,The Jammu and Kashmir Bank,JAKA0ALABAD,211051002,ALLAHABAD,"ALLAHABAD24, SHIVCHARAN LAL ROAD, ALLAHABAD-211003",0532-2400707,ALLAHABAD,ALLAHABAD,UTTAR PRADESH
JAKA0ALIGAR,The Jammu and Kashmir Bank,JAKA0ALIGAR,NON-MICR,ALIGAR,"ALIGARHROOP NARAYAN MARKET, OPP UP ROADWAYS BUS STAND, ALIGARH (UP)-202001",0571-2405632,ALIGARH,ALIGARH,UTTAR PRADESH
JAKA0ALMGRI,The Jammu and Kashmir Bank,JAKA0ALMGRI,190051004,ALAMGARI BAZAR SRINAGAR,"THE JAMMU AND KASHMIR BANK LTD,ALAMGARI BZAR;SRINAGAR;KASHMIR",0194-2424451,SRINAGAR,SRINAGAR,JAMMU & KASHMIR
JAKA0ALNOOR,The Jammu and Kashmir Bank,JAKA0ALNOOR,NON MICR,CHARISHARIEF,"CHARAISHARIEF, BADGAM KASHMIR",01951-243226,BADGAM,BADGAM,JAMMU & KASHMIR
JAKA0ALOOSA,The Jammu and Kashmir Bank,JAKA0ALOOSA,NON MICR,ALOOSA,"ALOOSA, BARAMULLA,J&K",01997-205448,ALOOSA,BARAMULLA,JAMMU & KASHMIR
JAKA0AMBALA,The Jammu and Kashmir Bank,JAKA0AMBALA,NON-MICR,AMBALA,"5683/1, NICHOLSAN ROAD, AMBALA CANTT. (PUNJAB)",0171-2630009,AMBALA,AMBALA,HARYANA
JAKA0AMGROT,The Jammu and Kashmir Bank,JAKA0AMGROT,NON MICR,AMB GROTA,"OPPOSITE POLICE STATION, VPO AMB GROTA, DISTRICT JAMMU-PIN CODE 181122",9469140950,AMBH,JAMMU,JAMMU & KASHMIR
JAKA0AMINLK,The Jammu and Kashmir Bank,JAKA0AMINLK,226051002,AMINABAD,"AMINABAD6, GOONGE NAWAB PARK,  NEW MUMTAZ MARKET, AMINABAD, LUCKNOW-226018",0522-2264320,LUCKNOW,LUCKNOW,UTTAR PRADESH
JAKA0AMPHLA,The Jammu and Kashmir Bank,JAKA0AMPHLA,180051040,AMPHALA,49 MAIN CHOWK AMPHALLA JAMMU,0191-2564071,JAMMU,JAMMU,JAMMU & KASHMIR
JAKA0ANCHAR,The Jammu and Kashmir Bank,JAKA0ANCHAR,190051005,ANCHAR SRINAGAR - 0173,"THE JAMMU AND KASHMIR BANK LTD,ANCHAR ;SRINAGAR",0194-2401632,SRINAGAR,SRINAGAR,JAMMU & KASHMIR
JAKA0ANDERI,The Jammu and Kashmir Bank,JAKA0ANDERI,400051004,ANDHERI (EAST),"MAHAKALI CAVES ROAD, ANDHERI (EAST) MUMBAI - 93",02228214472/02228394589,MUMBAI,GREATER BOMBAY,MAHARASHTRA
JAKA0ANSALL,The Jammu and Kashmir Bank,JAKA0ANSALL,110051016,ANSAL PLAZA,"ANSAL PLAZAB-205, ANSAL PLAZA,KHELGAON, HUDCO PLACE,NEW DELHI-110049",011-26262693,DELHI,NEW DELHI,DELHI
JAKA0AORIAN,The Jammu and Kashmir Bank,JAKA0AORIAN,NON MICR,CHAN ARORIAN,"CHAN ARORIAN, NATI,DISTT. KATHU",01922-255125,CHHAN-ARORIAN,KATHUA,JAMMU & KASHMIR
JAKA0APEXBR,The Jammu and Kashmir Bank,JAKA0APEXBR,190051019,APEX BRANCH,APEX . J&K BANK CHQ   MA ROAD    SRINAGAR,01942472589/01942481930,SRINAGAR,SRINAGAR,JAMMU & KASHMIR
JAKA0APPLET,The Jammu and Kashmir Bank,JAKA0APPLET,NON MICR,FRUIT MANDI SOPORE,"FRUIT MANDI APPLE,TOWN SOPORE-JAMMU AND KASHMIR",01954-223511,BARAMULLA,BARAMULLA,JAMMU & KASHMIR
JAKA0ARAHAN,The Jammu and Kashmir Bank,JAKA0ARAHAN,NON MICR,ARRAH,"ARRAH, KULGAM",01931-213382,AREAH,ANANTNAG,JAMMU & KASHMIR
JAKA0ARIHAL,The Jammu and Kashmir Bank,JAKA0ARIHAL,NON MICR,ARIHAL,"MAIN CHOWK ARIHAL,PULWAMA J&K.",09858986527,PULWAMA,PULWAMA,JAMMU & KASHMIR
JAKA0ARIZAL,The Jammu and Kashmir Bank,JAKA0ARIZAL,NON MICR,ARIZAL,"ARIZAL KHAN SAHIB,BADGAM, J&K",09419428864,KHAN-SAHEB,BADGAM,JAMMU & KASHMIR
JAKA0ARMPOR,The Jammu and Kashmir Bank,JAKA0ARMPOR,NON MICR,ARAMPORA,"ARAMPORA, DISTRICT-KUPWARA, PIN CODE-193221",9419005974,DRAGMULLA,KUPWARA,JAMMU & KASHMIR
