ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
KVGB0000001,Karnataka Vikas Grameena Bank,KVGB0000001,,HEAD OFFICE,"KARNATAKA VIKAS GRAMEENA BANK HEAD OFFICE BUILDING,BELGAUM ROAD DHARWAD-580008",9480699079,HUBLI-DHARWAD,DHARWAD,KARNATAKA
KVGB0001001,Karnataka Vikas Grameena Bank,KVGB0001001,587483501,BADAMI,BADAMI BRANCH  NEAR BUS-STAND   BADAMI- 587 201  DIST: BAGALKOT,9480699402,BADAMI,BAGALKOTE,KARNATAKA
KVGB0001002,Karnataka Vikas Grameena Bank,KVGB0001002,587483502,BELUR," BELUR BRANCH  GRAM PANCHAYAT BLDG,   BELUR - 587 113, TQ:BADAMI, DIST:BAGALKOT.                           ",9480699405,BELUR,BAGALKOTE,KARNATAKA
KVGB0001003,Karnataka Vikas Grameena Bank,KVGB0001003,587483503,CHOLACHAGUDDA," CHOLACHAGUDDA BRANCH  S.C.HUMBI BLDG,  CHOLACHAGUDDA-587201  TQ:BADAMI DIST:BAGALKOT",9480699411,CHOLACHAGUDDA,BAGALKOTE,KARNATAKA
KVGB0001004,Karnataka Vikas Grameena Bank,KVGB0001004,587483504,HEBBALLI,"HEBBALLI BRANCH  GRAM PANCHAYAT BLDG,  BAZAAR ROAD, HEBBALLI - 582 203, TQ:BADAMI  DIST:BAGALKOT.",9480699417,HEBBALLI,BAGALKOTE,KARNATAKA
KVGB0001005,Karnataka Vikas Grameena Bank,KVGB0001005,587483505,KATAGERI,"KATAGERI BRANCH  KATAGERI MILK PRODUCERS' CO-OP. SOCIETY'S BUILDING,MAIN  ROAD,  KATAGERI - 587 205, TQ : BADAMI DIST : BAGALKOT.",9480699425,KATAGERI,BAGALKOTE,KARNATAKA
KVGB0001006,Karnataka Vikas Grameena Bank,KVGB0001006,587483506,MUSTIGERI," MUSTIGERI BRANCH  P A C C BANK,  BUILDING D.NO.504, MAIN STREET,  MUSTIGERI - 587 206,  TQ : BADAMI. DIST : BAGALKOT.                      ",9480699434,MUSTIGERI,BAGALKOTE,KARNATAKA
KVGB0001007,Karnataka Vikas Grameena Bank,KVGB0001007,587483507,NANDIKESHWAR," NANDIKESHWAR BRANCH  KULKARNI'S BLDG, MAIN ROAD,  NANDIKESHWAR - 587 320,   TQ:BADAMI DIST:BAGALKOT.",9480699436,NANDIKESHWAR,BAGALKOTE,KARNATAKA
KVGB0001008,Karnataka Vikas Grameena Bank,KVGB0001008,587483508,NEELAGUND," NEELAGUND BRANCH  MAIN ROAD, NEELAGUND - 587 201, TQ : BADAMI DIST : BAGALKOT.    PH.NO.08357-238003",9480699439,NEELAGUND,BAGALKOTE,KARNATAKA
KVGB0001009,Karnataka Vikas Grameena Bank,KVGB0001009,587483509,GULEDAGUDDA,"SANGAMESHWAR PRINTING PRESS BLDG, GULEDGUDDA, TQ: BADAMI DIST : BAGALKOT",9480699506,GULEDAGUDDA,BAGALKOTE,KARNATAKA
KVGB0001101,Karnataka Vikas Grameena Bank,KVGB0001101,587483102,BAGALKOT,"BAGALKOT BRANCH  SHREYAS OMPLEX, I FLOOR, NEAR BUS STAND,  Q& DT: BAGALKOT",9480699000,BAGALKOT,BAGALKOTE,KARNATAKA
KVGB0001102,Karnataka Vikas Grameena Bank,KVGB0001102,587483510,BENAKATTI,"BENAKATTI BRANCH MALLAMMAMBE MAHILA MANDAL BUILDING,  D.NO.93, MAIN ROAD, BENAKATTI - 587 111, TQ :DIST : BAGALKOT.",9480699406,BENAKATTI,BAGALKOTE,KARNATAKA
KVGB0001103,Karnataka Vikas Grameena Bank,KVGB0001103,587483511,GADDANKERI," GADDANAKERI BRANCH  KKGS SANGHA BUILDING, D.NO.157/1,KALADAGI RD, GADDANAKERI - 587 115, TQ : BAGALKOT. DIST : BAGALKOT.",9480699413,GADDANKERI,BAGALKOTE,KARNATAKA
KVGB0001104,Karnataka Vikas Grameena Bank,KVGB0001104,587483512,SUTAGUNDAR," SUTAGUNDAR BRANCH MAIN ROAD, SUTAGUNDAR-587 207, TQ : BAGALKOT. DIST :BAGALKOT.",9480699443,SUTAGUNDAR,BAGALKOTE,KARNATAKA
KVGB0001105,Karnataka Vikas Grameena Bank,KVGB0001105,587483103,NAVANAGAR (BGK),"NAVANAGAR BRANCH  PLOT NO.C-69, SECTOR 33  SBM BUILDING, NEAR DIST CONSUMERS FORUM , NAVANAGAR - 587 103, TQ: DIST BAGALKOT.",9480699438,BAGALKOT,BAGALKOTE,KARNATAKA
KVGB0001106,Karnataka Vikas Grameena Bank,KVGB0001106,587483549,KALADGI,"HNNU BELEGARARA SANGH BLDG, NEAR POLICE STATION,KALADGI TQ & DT. BAGALKOT",9480699525,KALADGI,BAGALKOTE,KARNATAKA
KVGB0001201,Karnataka Vikas Grameena Bank,KVGB0001201,587483553,AMALZARI," AMALZARI BRANCH  MARUTI SEVA SAMEETI  BUILDING,  AMALZARI - 587 125, TQ : BILAGI. DIST : BAGALKOT.",9480699400,AMALZARI,BAGALKOTE,KARNATAKA
KVGB0001202,Karnataka Vikas Grameena Bank,KVGB0001202,587483514,ANAGWADI," ANAGAWADI BRANCH  ANAGAWADI - 587 116, TQ : BILAGI. DIST : BAGALKOT.",9480699401,ANAGWADI,BAGALKOTE,KARNATAKA
KVGB0001203,Karnataka Vikas Grameena Bank,KVGB0001203,587483515,BILGI,"BILAGI BRANCH MAIN ROAD, S.S. PATIL BUILDING, BILAGI – 587 116 DIST: BAGALKOT",9480699408,BILGI,BAGALKOTE,KARNATAKA
KVGB0001204,Karnataka Vikas Grameena Bank,KVGB0001204,587483516,KATARKI,"KATARAKI BRANCH  MATHAD BUILDING, D.NO.1/A, MAIN ROAD, KATARAKI - 587 204, TQ : BILAGI. DIST : BAGALKOT.",9480699426,KATARKI,BAGALKOTE,KARNATAKA
