ID,BANKNAME,IFSC,MICR_CODE,BRANCH,ADDRESS,CONTACT1,CENTRE,DISTRICT,STATE
PRTH0035121,Prathama Bank,PRTH0035121,,CHAKANWALA,"P.O. CHAKANWALA VIA AJRAULA,TEHSIL-DHANAURA,DISTT--J.P.NAGAR ",9756799121,CHAKANWALA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035142,Prathama Bank,PRTH0035142,,JAITOLI,"P.O. JAITOLI,TEHSIL-HASANPUR,DISTT--J.P.NAGAR PIN-244241  ",9756799142,JAITOLI,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035143,Prathama Bank,PRTH0035143,,CHHAPNA,"P.O. REHRA,TEHSIL-HASANPUR,DISTT--J.P.NAGAR PIN-244245",9756799143,CHHAPNA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035148,Prathama Bank,PRTH0035148,,ADAMPUR,"P.O. ADAMPUR,TEHSIL-HASANPUR,DISTT--J.P.NAGAR PIN-244255",9756799148,ADAMPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035149,Prathama Bank,PRTH0035149,,DEHRA,"P.O. KUNDERKI BHOOR,TEHSIL-HASANPUR,DISTT--J.P.NAGAR ",9756799149,DEHRA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035173,Prathama Bank,PRTH0035173,244843902,GAJRAULA,"P.O. GAJRAULA,TEHSIL DHANAURA,DISTT. J.P.NAGAR",9756799173,GAJRAULA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035186,Prathama Bank,PRTH0035186,,DHANAURA,"NEAR KALALI CHAUNGI, CHANDPUR ROAD, DHAUNARA, DISTT,. J.P. NAGAR",9756799186,DHANAURA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035189,Prathama Bank,PRTH0035189,,C S M MALESHIA,"VILL. MALASIA POST & TEHSIL DHANAURA,DISTT. J.P.NAGAR (U.P.)",9756799189,DHANAURA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035190,Prathama Bank,PRTH0035190,,MANDI SAMITI HASANPUR,"U.P. AGRI PRODUCTION MANDI SAMITI HASANPUR,DISTT. J.P. NAGAR",9756799190,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035191,Prathama Bank,PRTH0035191,,KALA KHERA,"VILL & P.O. KALAKHERA,TEHSIL HASANPUR,DISTT J P NAGAR`",9756799191,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035203,Prathama Bank,PRTH0035203,,JHANAKPURI,"P.O.MAHESHRA,TEH:DHANAURA,DISTT:J.P.NAGAR",9756799203,GAJRAULA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035204,Prathama Bank,PRTH0035204,,TIGRI,"VILL & POST TIGRI, TEHSIL-DHANAURA, DISTT-J.P.NAGAR, PIN-244235, (U.P)",8057911204,GAJRAULA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035205,Prathama Bank,PRTH0035205,,AHRAULA MAFI,"VILL & POST AHROLA MAFI, TEHSIL-DHANAURA, DISTT-J.P.NAGAR PIN-244231,(U.P)",8057911205,DHANAURA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035208,Prathama Bank,PRTH0035208,,DARIYAL (GANESHWARI),"VILL & POST-DARIYAL,TEHSIL-HASANPUR, DISTT-J.P.NAGAR,PIN-244255,(U.P)",8057911208,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035217,Prathama Bank,PRTH0035217,,DHAKKA,"VILL.DHAKKA, POST JANETA,TEHSIL HASANPUR,DISTT-J.P.NAGAR",8449710217,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035218,Prathama Bank,PRTH0035218,,AZAMPUR,"VILL. & POST AZAMPUR,TEHSIL DHANAURA,DISTT-J.P.NAGAR",8449710218,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035223,Prathama Bank,PRTH0035223,,SALEMPUR GOSAI,"VILL. & POST SALEMPUR GOSAI,TEHSIL DHANAURA,DISTT-J.P.NAGAR",8449710223,GAJRAULA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035230,Prathama Bank,PRTH0035230,,SHERPUR MUSTKAM,"VILL. & POST SHERPUR MUSTKAM,TEHSIL DHARORA,DISTT-J.P.NAGAR",8476010230,DHANAURA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035231,Prathama Bank,PRTH0035231,,SHABAJPUR DOR,"VILL.SHABAJPUR DOR, POST GAJRAULA,TEHSIL HASANPUR,DISTT-J.P.NAGAR",8476010231,GAJRAULA,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035232,Prathama Bank,PRTH0035232,,CHANDANPUR KHADAR,"VILL.CHANDANPUR KHADAR POST REHARA,TEHSIL HASANPUR,DISTT-J.P.NAGAR",8476010232,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035233,Prathama Bank,PRTH0035233,,RUKHALLO,"VILL.RUKHALLO, POST JAITOLI TEHSIL HASANPUR,DISTT-J.P.NAGAR",8476010233,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035234,Prathama Bank,PRTH0035234,,SHAHPUR KALAN,"VILL.SHAHPUR KALAN, POST & TEHSIL HASANPUR,DISTT-J.P.NAGAR",8476010234,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
PRTH0035235,Prathama Bank,PRTH0035235,,BURAWALI,"VILL & POST BURAWALI,TEHSIL-HASANPUR, DISTT-J.P.NAGAR,PIN-244255,(U.P)",8476010235,HASANPUR,JYOTIBA PHULE NAGAR,UTTAR PRADESH
