ID,BANK,IFSC_CODE,MICR_CODE,BRANCH_NAME,ADDRESS,CONTACT,CITY,DISTRICT,STATE
SUTB0000001,The Sutex Cooperative Bank,SUTB0000001,395248001,ADMINISTRATIVE OFFICE,"2ND FLOOR, SURAJRAM BACHKANIWALA BHAVAN,NR.NAVJIVAN CIRCLE,UDHNA MAGDALLA RD., SURAT-395017,GUJARAT (INDIA).",M.S.PAUWALA PH.NO. 0261-2632519,SURAT,SURAT,GUJARAT
SUTB0248002,The Sutex Cooperative Bank,SUTB0248002,395248002,SURAT TEXTILE MARKET,"2ND FLOOR., BANK BLOCK, SURAT TEXTILE MARKET,RING ROAD, SURAT-395002,GUJARAT (INDIA).",HEMANT MEHTA PH.NO.0261-2343948,SURAT,SURAT,GUJARAT
SUTB0248003,The Sutex Cooperative Bank,SUTB0248003,395248003,STATION ROAD,"MEGHANI MANSION GR.FLR.,STATION ROAD, SURAT-395003,GUJARAT (INDIA).",JAYESH R.SHAH  PH.NO.0261-2402736,SURAT,SURAT,GUJARAT
SUTB0248004,The Sutex Cooperative Bank,SUTB0248004,395248004,KATARGAM,"163-B,OLD GIDC, KATARGAM,SURAT-395004, GUJARAT (INDIA).",SHITAL BHATT PH.NO.0261-2407876,SURAT,SURAT,GUJARAT
SUTB0248005,The Sutex Cooperative Bank,SUTB0248005,395248005,GOPIPURA,"SUBHASH CHOWK, GOPIPURA,SURAT-395003,GUJARAT (INDIA).",PARESH MAKHANIA PH.NO.0261-2593059,SURAT,SURAT,GUJARAT
SUTB0248006,The Sutex Cooperative Bank,SUTB0248006,395248006,RANDER ROAD,"BESIDE AASHIRWAD SOC., NR.NAVYUG COLLEGE,RANDER ROAD, SURAT-395009,GUJARAT (INDIA).",J.G.PANDYA PH.NO.0261-2781989,SURAT,SURAT,GUJARAT
SUTB0248007,The Sutex Cooperative Bank,SUTB0248007,395248007,VARACHHA ROAD,"GR.FLR., SHREYAS DIAMOND CENTRE,VARACHHA ROAD, SURAT-395006,GUJARAT (INDIA).",HIREN GANDHI PH.NO.0261-2541876,SURAT,SURAT,GUJARAT
SUTB0248008,The Sutex Cooperative Bank,SUTB0248008,395248008,ATHWALINES,"ANJAN SALAKHA BLDG., NR.NEW DIST.COURT BLDG., ATHWALINES, SURAT-395001,GUJARAT (INDIA).",KULDIP DESAI PH.NO.0261-2254568,SURAT,SURAT,GUJARAT
SUTB0248009,The Sutex Cooperative Bank,SUTB0248009,395248009,UDHNA MAGDALLA ROAD,"SURAJRAM BACHKANIWALA BHAVAN, GR.FLOOR,UDHNA-MAGDALLA RD., SURAT-395017,GUJARAT (INDIA).",SUDHIR MEHTA PH.NO.0261-2630519,SURAT,SURAT,GUJARAT
SUTB0248010,The Sutex Cooperative Bank,SUTB0248010,395248010,SACHIN GIDC,"PLOT NO.1008, SACHIN GIDC,DIST.SURAT-394230,GUJARAT (INDIA).",CHETAN MEHTA PH.NO.0261-2397954,SURAT,SURAT,GUJARAT
SUTB0248011,The Sutex Cooperative Bank,SUTB0248011,395248011,PARVAT PATIA,"1ST FLR., SURBHI COMPLEX, NR.POONA OCTROI NAKA, PARVAT PATIA, SURAT-394210, GUJARAT (INDIA).",YOGESH JARIWALA PH.NO.0261-2641495,SURAT,SURAT,GUJARAT
SUTB0248013,The Sutex Cooperative Bank,SUTB0248013,395248013,CITY LIGHT,"UG1 TO UG7, HIRA PANNA SHOPPING MALL, NR.MAHESHWARY BHAVAN,CITY LIGHT ROAD, SURAT-395007, GUJARAT (INDIA).",DHRU DALAL PH.NO.0261-2256444,SURAT,SURAT,GUJARAT
SUTB0248014,The Sutex Cooperative Bank,SUTB0248014,395248014,SALABATPURA,"3/2249-B, PIPARDI SHERI,SALABATPURA,SURAT-395003,GUJARAT (INDIA).",MANOJ OLIAWALA PH.NO.0261-2365608,SURAT,SURAT,GUJARAT
SUTB0248015,The Sutex Cooperative Bank,SUTB0248015,395248015,PANDESARA GIDC,"PLOT NO.C-196, KEVAL COMMERCIAL COMPLEX, PANDESARA MAIN RD, SURAT-394221,GUJARAT (INDIA).",DILIP PATEL PH.NO.0261-2894024,SURAT,SURAT,GUJARAT
SUTB0248016,The Sutex Cooperative Bank,SUTB0248016,395248016,SAHARA DARWAJA,"G-101, PARKING FLOOR, NEW TEXTILE MARKET,SAHARA DARWAJA, SURAT-395002,GUJARAT (INDIA).",KAMLESH PATEL PH.NO.0261-2343940,SURAT,SURAT,GUJARAT
